Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
Q9D0E1;Q9D0E1-2	Q9D0E1;Q9D0E1-2	3;3	3;3	3;3	Heterogeneous nuclear ribonucleoprotein M	Hnrnpm	sp|Q9D0E1|HNRPM_MOUSE Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm PE=1 SV=3;sp|Q9D0E1-2|HNRPM_MOUSE Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm	2	3	3	3	5.5	5.5	5.5	77.648	729	729;690	3.5	1	1	1					1	0	30.747	13532000	8235100	14203000	6460200	6748800	4557300	0	3900000	4385900	6731500	12762000	7686000	14299000	6660900	7063500	4748500	480180	4162100	4098300	6395100	1	1	1	1	1	1	0	1	1	1	594080000	3				1953	78;469;4843	True;True;True	82;496;5154	197;1310;1311;13557	196;1364;14235	196;1364;14235			-1;-1
Q9D0F3	Q9D0F3	3	3	3	Protein ERGIC-53	Lman1	sp|Q9D0F3|LMAN1_MOUSE Protein ERGIC-53 OS=Mus musculus OX=10090 GN=Lman1 PE=1 SV=1	1	3	3	3	12	12	12	57.788	517	517	2.25		3	1						0	20.562	3782200	2451000	3854300	2609300	2792200	1772500	12172	2177000	2131000	3062200	3566500	2293300	3901600	2625100	2812400	1870300	217930	2254500	1991700	2923500	3	3	3	3	3	3	2	3	3	3	987110000	3				1954	4914;5413;14801	True;True;True	5227;5751;15816	13759;13760;15197;40845	14460;15925;42484	14460;15925;42484			-1
Q9D0F9	Q9D0F9	21	21	21	Phosphoglucomutase-1	Pgm1	sp|Q9D0F9|PGM1_MOUSE Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4	1	21	21	21	42.5	42.5	42.5	61.417	562	562	4.12	5	9	10	9	5	4	4	6	0	191.84	404670000	146750000	320390000	241440000	184730000	100270000	1525800	115280000	144630000	192550000	381070000	138020000	329280000	235910000	189440000	111500000	15357000	120590000	135200000	183050000	52	51	52	51	51	52	30	51	52	52	28603000000	54				1955	316;722;2359;3383;4022;6272;6885;7010;8413;9194;9207;9643;10093;10734;10779;11913;12552;12794;12795;13193;14551	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	339;766;2520;3606;4286;6656;7307;7439;8920;9747;9760;10224;10799;11476;11522;12724;13405;13661;13662;14093;15546	930;931;932;933;2063;6669;6670;6671;9509;9510;11287;11288;17550;17551;17552;17553;17554;17555;19163;19164;19506;19507;19508;23138;23139;23140;23141;25299;25300;25331;25332;26547;26548;28010;28011;28012;28013;29618;29619;29725;29726;32801;32802;34457;34458;35111;35112;35113;36365;36366;36367;40145	970;971;972;973;2195;6983;6984;6985;9977;9978;11874;11875;18352;18353;18354;18355;18356;18357;18358;19969;19970;20347;20348;20349;24194;24195;24196;24197;24198;26506;26507;26537;26538;27774;27775;27776;29213;29214;29215;29216;30901;30902;31009;31010;34108;34109;35785;36464;36465;36466;37782;37783;37784;41764	973;2195;6985;9977;11875;18352;19969;20349;24197;26507;26537;27775;29213;30901;31010;34109;35785;36464;36466;37783;41764			-1
Q9D0G0	Q9D0G0	2	2	2	"28S ribosomal protein S30, mitochondrial"	Mrps30	"sp|Q9D0G0|RT30_MOUSE 28S ribosomal protein S30, mitochondrial OS=Mus musculus OX=10090 GN=Mrps30 PE=1 SV=1"	1	2	2	2	10.4	10.4	10.4	49.939	442	442	4.67	1				1			1	0	9.9934	3168400	1462600	3871400	1530900	1492800	1339400	11451	1224800	1356500	2170600	2991200	1368300	3859700	1547000	1602500	1374500	51688	1302900	1268100	2060900	3	3	3	3	3	3	2	3	3	3	266610000	3				1956	10661;12937	True;True	11399;13815	29464;29465;35461	30746;30747;36810	30746;36810			-1
Q9D0I6	Q9D0I6	1	1	1	"WD repeat, SAM and U-box domain-containing protein 1"	Wdsub1	"sp|Q9D0I6|WSDU1_MOUSE WD repeat, SAM and U-box domain-containing protein 1 OS=Mus musculus OX=10090 GN=Wdsub1 PE=2 SV=1"	1	1	1	1	1.5	1.5	1.5	51.69	474	474	6.5					1	1	1	1	0.00046168	2.1677	23415000	13049000	25669000	11798000	11552000	13320000	280230	11744000	15170000	20010000	22089000	12192000	25768000	12103000	12172000	13442000	1358800	12482000	14188000	19015000	4	4	4	4	4	4	4	4	4	4	3723500000	3				1957	6415	TRUE	6805	17874;17875;17876;17877	18705;18706;18707	18707			-1
Q9D0I9	Q9D0I9	4	4	4	"Arginine--tRNA ligase, cytoplasmic"	Rars	"sp|Q9D0I9|SYRC_MOUSE Arginine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Rars1 PE=1 SV=2"	1	4	4	4	6.5	6.5	6.5	75.673	660	660	4.6	1	1			1		1	1	0	3.4636	24343000	12483000	24939000	15276000	15619000	9096000	92829	8942500	9344000	13177000	22955000	11697000	25201000	15211000	15917000	9658100	1179900	9391100	8734800	12565000	5	5	5	5	5	5	3	5	5	5	972870000	5				1958	1088;4690;8137;8999	True;True;True;True	1161;4993;8621;9546	3113;13122;22322;24829;24830	3291;13774;13775;23350;26006	3291;13774;23350;26006			-1
Q9D0J4	Q9D0J4	2	2	2	ADP-ribosylation factor-like protein 2	Arl2	sp|Q9D0J4|ARL2_MOUSE ADP-ribosylation factor-like protein 2 OS=Mus musculus OX=10090 GN=Arl2 PE=1 SV=1	1	2	2	2	9.2	9.2	9.2	20.864	184	184	3.33		1	1		1				0	4.5629	7105700	4888800	9432200	5191500	5120900	4498800	4453.3	4259400	4705300	6550600	6712700	4574200	9387400	5240200	5286700	4623600	424490	4486100	4397600	6239700	3	3	3	3	3	3	2	3	3	3	287060000	2				1959	3422;5229	True;True	3645;5551	9595;9596;14679	10062;15400	10062;15400			-1
Q9D0J8	Q9D0J8	1	1	1	Parathymosin	Ptms	sp|Q9D0J8|PTMS_MOUSE Parathymosin OS=Mus musculus OX=10090 GN=Ptms PE=1 SV=3	1	1	1	1	10.9	10.9	10.9	11.43	101	101	3.8			2	2	1				0	52.185	33828000	7503400	24243000	8947800	8050200	7325100	41171	8933000	12278000	15623000	31840000	7028600	25029000	8957100	8823500	7612100	795450	9359500	11474000	14838000	5	5	5	5	5	5	2	5	5	5	1808000000	6				1960	12210	TRUE	13046	33592;33593;33594;33595;33596	34898;34899;34900;34901;34902;34903	34900			-1
Q9D0K2	Q9D0K2	19	19	19	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	Oxct1	"sp|Q9D0K2|SCOT1_MOUSE Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Oxct1 PE=1 SV=1"	1	19	19	19	44.2	44.2	44.2	55.988	520	520	3.86	8	9	8	7	3	5	6	3	0	323.31	285220000	127700000	336540000	124360000	131290000	98415000	1228300	116970000	142310000	187340000	269210000	119390000	336170000	126150000	140720000	102450000	11570000	122080000	133030000	178280000	52	52	52	52	52	52	28	52	52	52	30203000000	52				1961	554;602;603;2011;2108;2449;3748;4381;4825;5324;5789;5790;9824;10061;10508;11174;12148;14284;14613	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	584;639;640;2148;2256;2617;3995;4669;5135;5651;6148;6149;10460;10461;10763;11243;11940;12980;15263;15611;15612	1555;1556;1557;1558;1559;1691;1692;1693;1694;1695;5675;5676;5964;6926;6927;6928;6929;10501;10502;12269;12270;13507;13508;14931;14932;14933;14934;16222;16223;16224;16225;16226;27123;27124;27125;27126;27127;27937;29107;30703;33428;39429;39430;40367;40368;40369;40370;40371;40372	1640;1641;1642;1643;1644;1645;1646;1647;1785;1786;1787;1788;5918;6238;7239;7240;7241;7242;7243;11033;11034;11035;12899;12900;12901;14186;14187;14188;14189;15656;15657;15658;16964;16965;16966;16967;28348;28349;28350;28351;28352;29140;30366;31998;34746;41005;41006;41007;42009;42010;42011;42012	1647;1786;1787;5918;6238;7243;11033;12900;14187;15656;16964;16967;28351;29140;30366;31998;34746;41007;42011	1026;1027	111;414	-1
Q9D0L4;Q9D0L4-2	Q9D0L4;Q9D0L4-2	4;3	4;3	4;3	Uncharacterized aarF domain-containing protein kinase 1	Adck1	sp|Q9D0L4|ADCK1_MOUSE AarF domain-containing protein kinase 1 OS=Mus musculus OX=10090 GN=Adck1 PE=1 SV=1;sp|Q9D0L4-2|ADCK1_MOUSE Isoform 2 of AarF domain-containing protein kinase 1 OS=Mus musculus OX=10090 GN=Adck1	2	4	4	4	9.5	9.5	9.5	59.735	525	525;333	4.75		1			1	2			0	6.5314	6006900	5027200	9081600	5950400	6323700	6252100	132310	5682300	5612500	8199300	5680900	4708800	9006800	5982400	6391700	6339800	636500	5975700	5250100	7822700	4	4	4	4	4	4	3	4	4	4	376380000	4				1962	8209;10686;13667;13907	True;True;True;True	8699;11424;14594;14861	22494;29518;37650;38374	23525;30801;39120;39900	23525;30801;39120;39900	1028	127	-1;-1
Q9D0L7;Q9D0L7-2	Q9D0L7;Q9D0L7-2	1;1	1;1	1;1	Armadillo repeat-containing protein 10	Armc10	sp|Q9D0L7|ARM10_MOUSE Armadillo repeat-containing protein 10 OS=Mus musculus OX=10090 GN=Armc10 PE=1 SV=1;sp|Q9D0L7-2|ARM10_MOUSE Isoform 2 of Armadillo repeat-containing protein 10 OS=Mus musculus OX=10090 GN=Armc10	2	1	1	1	6.2	6.2	6.2	33.31	306	306;292	5					1				0	28.611	745290	472520	732660	503130	464960	374190	7884.4	325730	370180	483490	702620	442110	742330	506730	473460	388320	43865	344320	346250	460950	1	1	1	1	1	1	1	1	1	1	160960000	1				1963	1136	TRUE	1210	3222	3396	3396			-1;-1
Q9D0M3;Q9D0M3-2	Q9D0M3;Q9D0M3-2	11;11	11;11	11;11	"Cytochrome c1, heme protein, mitochondrial"	Cyc1	"sp|Q9D0M3|CY1_MOUSE Cytochrome c1, heme protein, mitochondrial OS=Mus musculus OX=10090 GN=Cyc1 PE=1 SV=1;sp|Q9D0M3-2|CY1_MOUSE Isoform 2 of Cytochrome c1, heme protein, mitochondrial OS=Mus musculus OX=10090 GN=Cyc1"	2	11	11	11	38.8	38.8	38.8	35.327	325	325;266	4.17	11	11	12	7	9	3	8	10	0	323.31	976340000	300630000	816690000	426010000	382920000	285870000	2567700	248990000	229360000	337980000	919640000	282150000	834580000	421260000	401420000	299290000	28920000	262160000	214410000	322980000	81	80	81	81	81	81	55	81	81	81	1.3056E+11	81				1964	125;848;2663;5227;5228;6065;6133;7941;9165;10391;10994	True;True;True;True;True;True;True;True;True;True;True	135;899;900;901;2852;5549;5550;6436;6506;8416;9718;11120;11752	347;348;349;350;351;352;353;354;355;356;357;2418;2419;2420;2421;2422;2423;2424;2425;2426;2427;2428;2429;2430;2431;2432;7591;7592;7593;7594;7595;7596;7597;14666;14667;14668;14669;14670;14671;14672;14673;14674;14675;14676;14677;14678;17008;17009;17010;17179;17180;17181;21742;21743;21744;21745;21746;25245;25246;25247;25248;25249;25250;28770;28771;28772;28773;30237;30238;30239;30240	365;366;367;368;369;370;371;372;373;374;375;376;377;378;2572;2573;2574;2575;2576;2577;2578;2579;2580;2581;2582;2583;2584;2585;2586;2587;2588;2589;2590;7958;7959;7960;7961;7962;7963;15386;15387;15388;15389;15390;15391;15392;15393;15394;15395;15396;15397;15398;15399;17804;17805;17806;17988;17989;17990;17991;17992;22688;22689;22690;22691;26443;26444;26445;26446;26447;26448;26449;30017;30018;30019;30020;30021;31539;31540;31541;31542	365;2581;7963;15386;15396;17805;17989;22690;26443;30018;31540	1029;1030	164;166	-1;-1
Q9D0M5;P63168	Q9D0M5;P63168	4;3	4;3	4;3	"Dynein light chain 2, cytoplasmic;Dynein light chain 1, cytoplasmic"	Dynll2;Dynll1	"sp|Q9D0M5|DYL2_MOUSE Dynein light chain 2, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll2 PE=1 SV=1;sp|P63168|DYL1_MOUSE Dynein light chain 1, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll1 PE=1 SV=1"	2	4	4	4	33.7	33.7	33.7	10.35	89	89;89	5.6			1	1	3	2	2	1	0	9.6526	53152000	14609000	28957000	17626000	16234000	13104000	110870	10440000	13476000	17827000	49977000	13686000	30795000	17610000	16709000	13574000	1328700	11183000	12596000	16940000	8	8	8	8	8	8	6	8	8	8	2853200000	10				1965	2241;7786;10052;14780	True;True;True;True	2395;8252;10754;15794	6365;6366;6367;6368;21323;21324;27922;40800;40801;40802	6666;6667;6668;6669;22289;22290;22291;29128;42437;42438	6666;22291;29128;42438			-1;-1
Q9D0Q7	Q9D0Q7	1	1	1	"39S ribosomal protein L45, mitochondrial"	Mrpl45	"sp|Q9D0Q7|RM45_MOUSE 39S ribosomal protein L45, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl45 PE=1 SV=1"	1	1	1	1	5.2	5.2	5.2	35.41	306	306	8								1	0	14.33	1061300	643690	1024600	625630	791120	626940	4770.8	661010	687990	974650	1000400	601780	1041400	636920	793260	639950	68367	690390	643160	929370	1	1	1	1	1	1	1	1	1	1	468100000	1				1966	14381	TRUE	15363	39663	41256	41256			-1
Q9D0R2	Q9D0R2	1	1	1	"Threonine--tRNA ligase, cytoplasmic"	Tars	"sp|Q9D0R2|SYTC_MOUSE Threonine--tRNA ligase 1, cytoplasmic OS=Mus musculus OX=10090 GN=Tars1 PE=1 SV=2"	1	1	1	1	1.9	1.9	1.9	83.355	722	722	1.67	1	2							0	17.641	9740000	2664400	5603700	4260200	3607800	2546900	86085	3250400	3151200	3446200	9160000	2504800	5932000	4182300	3669900	2722800	372240	3321000	2948200	3318600	3	3	3	3	3	3	2	3	3	3	315210000	4				1967	4743	TRUE	5049	13254;13255;13256	13903;13904;13905;13906	13906			-1
Q9D0S9	Q9D0S9	4	4	4	"Histidine triad nucleotide-binding protein 2, mitochondrial"	Hint2	"sp|Q9D0S9|HINT2_MOUSE Histidine triad nucleotide-binding protein 2, mitochondrial OS=Mus musculus OX=10090 GN=Hint2 PE=1 SV=1"	1	4	4	4	39.9	39.9	39.9	17.32	163	163	3.77	3	3	1		1	4		1	0	154.26	51348000	27854000	54911000	29958000	30560000	27179000	274560	22136000	26363000	38323000	48433000	26064000	55289000	30234000	31480000	27751000	2702800	23678000	24648000	36405000	11	11	11	11	11	11	9	11	11	11	14019000000	11				1968	135;2662;7065;11857	True;True;True;True	146;2851;7497;12666	385;386;387;388;389;390;7589;7590;19641;19642;32649;32650;32651	407;408;409;410;411;7956;7957;20495;20496;33961;33962	411;7956;20495;33962			-1
Q9D0T1	Q9D0T1	3	3	3	"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed"	Nhp2l1	sp|Q9D0T1|NH2L1_MOUSE NHP2-like protein 1 OS=Mus musculus OX=10090 GN=Snu13 PE=1 SV=4	1	3	3	3	30.5	30.5	30.5	14.173	128	128	3.75	1	1			1		1		0	21.154	9997500	4235000	10098000	5176000	5250500	5364400	39467	3622000	4165300	5590500	9426700	3968100	10197000	5192500	5444700	5411200	444520	3899200	3894100	5324700	3	3	3	3	3	3	2	3	3	3	1023800000	3				1969	247;1909;8583	True;True;True	261;2038;9104	714;5387;23553;23554	749;5635;24631	749;5635;24631			-1
Q9D0Z3;Q9D0Z3-3;Q9D0Z3-2	Q9D0Z3;Q9D0Z3-3;Q9D0Z3-2	1;1;1	1;1;1	1;1;1	Transmembrane protein 53	Tmem53	sp|Q9D0Z3|TMM53_MOUSE Transmembrane protein 53 OS=Mus musculus OX=10090 GN=Tmem53 PE=2 SV=1;sp|Q9D0Z3-3|TMM53_MOUSE Isoform 3 of Transmembrane protein 53 OS=Mus musculus OX=10090 GN=Tmem53;sp|Q9D0Z3-2|TMM53_MOUSE Isoform 2 of Transmembrane protein 53 OS=Mu	3	1	1	1	5.1	5.1	5.1	31.588	276	276;261;283	8								1	0.0080817	1.1855	942630	945300	1519000	886760	908710	724430	23858	791490	769290	1116800	892000	883470	1500400	902420	930270	750520	95119	823840	719840	1066100	1	1	1	1	1	1	1	1	1	1	69135000	1				1970	5774	TRUE	6133	16191	16934	16934			-1;-1;-1
Q9D172	Q9D172	10	10	10	"ES1 protein homolog, mitochondrial"	D10Jhu81e	"sp|Q9D172|GAL3A_MOUSE Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial OS=Mus musculus OX=10090 GN=Gatd3a PE=1 SV=1"	1	10	10	10	53	53	53	28.09	266	266	5.07	1	5	5	4	6	8	8	4	0	323.31	463660000	133880000	358870000	183610000	190270000	136540000	2064700	102670000	120100000	156360000	436570000	125610000	369240000	182100000	196930000	141270000	15322000	109730000	112300000	148980000	46	46	46	46	46	46	34	46	46	46	60045000000	47				1971	4787;5786;5787;5870;7145;7614;10167;10267;14273;14450	True;True;True;True;True;True;True;True;True;True	5094;5095;6145;6146;6232;7584;8074;10875;10988;15252;15440	13390;13391;13392;13393;13394;13395;16215;16216;16217;16218;16219;16220;16454;16455;19865;19866;19867;19868;19869;19870;19871;20975;20976;20977;20978;20979;20980;28190;28191;28192;28193;28194;28480;28481;39401;39402;39403;39404;39405;39822;39823	14063;14064;14065;14066;14067;14068;14069;14070;14071;16957;16958;16959;16960;16961;16962;17208;20728;20729;20730;20731;20732;21897;21898;21899;21900;21901;21902;21903;21904;21905;29394;29395;29396;29397;29398;29399;29701;29702;40981;40982;40983;40984;40985;41417;41418;41419;41420	14065;16957;16960;17208;20729;21901;29396;29702;40983;41420	1031	85	-1
Q9D173	Q9D173	1	1	1	Mitochondrial import receptor subunit TOM7 homolog	Tomm7	sp|Q9D173|TOM7_MOUSE Mitochondrial import receptor subunit TOM7 homolog OS=Mus musculus OX=10090 GN=Tomm7 PE=3 SV=1	1	1	1	1	30.9	30.9	30.9	6.1773	55	55	6.08				1	3	4	4	1	0	10.625	2385400	2306300	3322900	1956800	2176300	1227800	3747.6	1259800	1348900	1845400	2254300	2153700	3305300	2001200	2208800	1298500	80948	1319200	1259900	1759900	7	7	7	7	7	7	2	7	7	7	943310000	7				1972	4409	TRUE	4701;4702	12382;12383;12384;12385;12386;12387;12388;12389;12390;12391;12392;12393;12394	13025;13026;13027;13028;13029;13030;13031	13030	1032	44	-1
Q9D1A2	Q9D1A2	11	11	11	Cytosolic non-specific dipeptidase	Cndp2	sp|Q9D1A2|CNDP2_MOUSE Cytosolic non-specific dipeptidase OS=Mus musculus OX=10090 GN=Cndp2 PE=1 SV=1	1	11	11	11	33.3	33.3	33.3	52.767	475	475	4.47	2	3	1		2	4	2	1	0	75.34	24121000	14652000	26535000	15337000	15551000	16344000	133140	12613000	15340000	19821000	22756000	13707000	26686000	15547000	15942000	16501000	1417500	13460000	14340000	18870000	11	11	11	11	11	11	9	11	11	11	1853700000	13				1973	1712;2679;3094;5439;7837;8261;8898;9505;9833;12501;12936	True;True;True;True;True;True;True;True;True;True;True	1828;2868;3303;5779;8307;8754;9438;10080;10473;13351;13814	4818;7630;8709;15272;21460;22679;22680;24566;24567;26149;26150;26151;27155;34311;35460	5050;5051;7996;9186;16002;22419;23716;25728;27377;27378;28377;35636;36809	5051;7996;9186;16002;22419;23716;25728;27377;28377;35636;36809			-1
Q9D1B9	Q9D1B9	5	5	5	"39S ribosomal protein L28, mitochondrial"	Mrpl28	"sp|Q9D1B9|RM28_MOUSE 39S ribosomal protein L28, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl28 PE=1 SV=3"	1	5	5	5	20.2	20.2	20.2	30.169	257	257	3.83		3		1	1			1	0	12.381	20310000	9828300	20315000	8759900	9983700	8277600	330880	7666300	8662400	12703000	19149000	9181700	20517000	8969200	10420000	8453000	1114900	8115300	8107800	12080000	6	6	6	6	6	6	5	6	6	6	947940000	7				1974	8884;8997;10465;14298;14357	True;True;True;True;True	9424;9544;11197;15277;15338	24507;24827;28988;28989;39460;39597	25658;26004;30240;30241;41035;41184;41185	25658;26004;30240;41035;41184			-1
Q9D1C3	Q9D1C3	1	1	1	"Protein preY, mitochondrial"	Pyurf	"sp|Q9D1C3|PREY_MOUSE Protein preY, mitochondrial OS=Mus musculus OX=10090 GN=Pyurf PE=1 SV=1"	1	1	1	1	18.8	18.8	18.8	12.506	112	112	5					1				0	2.5367	4147100	1446600	3601100	1513700	1645000	1553400	42707	1558900	1949100	2427800	3907000	1353300	3669500	1533400	1730500	1581200	189420	1636900	1823200	2311800	1	1	1	1	1	1	1	1	1	1	247760000	1				1975	410	TRUE	436	1162	1204	1204			-1
Q9D1D4;Q9D1D4-2	Q9D1D4	5;2	5;2	5;2	Transmembrane emp24 domain-containing protein 10	Tmed10	sp|Q9D1D4|TMEDA_MOUSE Transmembrane emp24 domain-containing protein 10 OS=Mus musculus OX=10090 GN=Tmed10 PE=1 SV=1	2	5	5	5	32	32	32	24.911	219	219;94	6.62				1		2	3	2	0	34.276	47893000	27168000	53320000	28249000	26952000	21103000	302560	21845000	24672000	31995000	45186000	25414000	53522000	28498000	28031000	21983000	2422600	22850000	23066000	30514000	9	9	9	9	9	9	6	9	9	9	5608300000	9				1976	2417;6908;7095;8533;11114	True;True;True;True;True	2580;7331;7530;9051;11877	6830;6831;19231;19735;23449;23450;30537;30538	7146;7147;7148;20044;20597;24521;24522;31833;31834	7148;20044;20597;24522;31833			-1;-1
Q9D1G1	Q9D1G1	8	8	5	Ras-related protein Rab-1B	Rab1b	sp|Q9D1G1|RAB1B_MOUSE Ras-related protein Rab-1B OS=Mus musculus OX=10090 GN=Rab1b PE=1 SV=1	1	8	8	5	56.7	56.7	39.3	22.187	201	201	4.58	6	4	4	2	1	3	3	8	0	116.84	293050000	130050000	293400000	166330000	168520000	130090000	458270	104350000	123940000	163400000	276310000	121910000	296670000	165710000	173030000	134230000	12377000	111180000	115810000	155580000	29	29	29	29	29	29	14	29	29	29	17438000000	33				1977	3001;4441;8690;9801;9884;10006;10850;12587	True;True;True;True;True;True;True;True	3208;4735;9213;10425;10426;10544;10545;10707;11598;13442	8508;8509;12463;23858;23859;23860;23861;23862;23863;23864;23865;23866;23867;23868;27047;27048;27049;27050;27340;27341;27342;27343;27344;27345;27800;29901;29902;29903;34572;34573;34574	8968;8969;13107;24980;24981;24982;24983;24984;24985;24986;24987;24988;24989;24990;24991;24992;28278;28279;28280;28544;28545;28546;28547;28548;28549;28995;31202;31203;31204;31205;35909;35910;35911	8969;13107;24980;28279;28546;28995;31203;35911	1033;1034	1;173	-1
Q9D1G3	Q9D1G3	2	2	2	Protein-cysteine N-palmitoyltransferase HHAT-like protein	Hhatl	sp|Q9D1G3|HHATL_MOUSE Protein-cysteine N-palmitoyltransferase HHAT-like protein OS=Mus musculus OX=10090 GN=Hhatl PE=1 SV=2	1	2	2	2	5	5	5	56.43	503	503	6.5						1	1		0	6.2017	404020	338730	550610	640800	443780	272840	0	444170	390960	577570	381760	319270	549480	622700	443560	305820	34427	453850	365330	552610	1	1	1	1	1	1	0	1	1	1	44639000	2				1978	3692;5206	True;True	3939;5528	10350;14604	10883;15324	10883;15324			-1
Q9D1H6	Q9D1H6	4	4	4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	Ndufaf4	sp|Q9D1H6|NDUF4_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Mus musculus OX=10090 GN=Ndufaf4 PE=1 SV=1	1	4	4	4	24.3	24.3	24.3	20.082	173	173	4.6		1		1	1	2			0	17.402	16974000	5718700	13415000	8646500	8692000	6120100	49982	5267500	6543900	7638400	15983000	5372100	13804000	8527200	8831900	6375900	670450	5566700	6115900	7286700	3	3	3	3	3	3	1	3	3	3	1010500000	4				1979	6282;7153;9232;14604	True;True;True;True	6668;7592;9788;15601	17585;19883;19884;25392;40338	18394;20742;26595;41984	18394;20742;26595;41984			-1
Q9D1H8	Q9D1H8	3	3	3	"39S ribosomal protein L53, mitochondrial"	Mrpl53	"sp|Q9D1H8|RM53_MOUSE 39S ribosomal protein L53, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl53 PE=1 SV=1"	1	3	3	3	23.7	23.7	23.7	12.737	118	118	6					2	1		1	0	26.29	17142000	6910200	16572000	7275200	7399700	6329800	128800	5649400	6043300	8791900	16159000	6464900	16762000	7348200	7801300	6494700	649580	5974100	5650500	8372300	4	4	4	4	4	4	3	4	4	4	636410000	4				1980	1620;8298;13935	True;True;True	1731;8796;14891	4578;4579;22790;38444	4799;4800;23819;39972	4799;23819;39972			-1
Q9D1H9	Q9D1H9	1	1	1	Microfibril-associated glycoprotein 4	Mfap4	sp|Q9D1H9|MFAP4_MOUSE Microfibril-associated glycoprotein 4 OS=Mus musculus OX=10090 GN=Mfap4 PE=1 SV=1	1	1	1	1	7	7	7	28.937	257	257	2.5		1	1						0	7.9062	2125400	1394800	2645500	1483200	1523300	699670	0	1762500	1222500	1440300	2006800	1305000	2642600	1487100	1563700	790540	114390	1746800	1142300	1401400	1	1	1	1	1	1	0	1	1	1	394760000	1				1981	292	TRUE	311	854;855	890	890			-1
Q9D1I2	Q9D1I2	1	1	1	Bcl10-interacting CARD protein		sp|Q9D1I2|CAR19_MOUSE Caspase recruitment domain-containing protein 19 OS=Mus musculus OX=10090 GN=Card19 PE=1 SV=1	1	1	1	1	6	6	6	20.936	183	183	3			1						0.0043178	1.3906	1362900	849760	1589200	908310	965460	847920	6245.9	757080	748200	1050300	1286200	795110	1593600	917440	986560	865840	80926	795760	699480	1003100	1	1	1	1	1	1	1	1	1	1	44968000	1				1982	13575	TRUE	14498	37445	38911	38911			-1
Q9D1I5	Q9D1I5	4	4	4	"Methylmalonyl-CoA epimerase, mitochondrial"	Mcee	"sp|Q9D1I5|MCEE_MOUSE Methylmalonyl-CoA epimerase, mitochondrial OS=Mus musculus OX=10090 GN=Mcee PE=1 SV=1"	1	4	4	4	29.2	29.2	29.2	19.017	178	178	3.33	1	2	1		1		1		0	23.448	31986000	14453000	28537000	16734000	17156000	14922000	570550	11387000	13063000	17151000	30138000	13534000	29085000	16803000	17558000	15233000	1855300	12141000	12229000	16345000	6	6	6	6	6	6	5	6	6	6	2542100000	7				1983	2084;8848;9752;10378	True;True;True;True	2229;9386;10351;10352;11105	5897;24419;26835;26836;26837;28727	6165;25569;25570;28073;28074;28075;29964	6165;25570;28075;29964	1035	98	-1
